Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Simmer,Petals for Armor,Rage is a quiet thing,,"Ooh, you think that you've tamed it",1
Simmer,Petals for Armor,"Ooh, you think that you've tamed it",Rage is a quiet thing,But it's just lying in wait,1
Simmer,Petals for Armor,But it's just lying in wait,"Ooh, you think that you've tamed it","Rage, is it in our veins?",1
Simmer,Petals for Armor,"Rage, is it in our veins?",But it's just lying in wait,Feel it in my face when,1
Simmer,Petals for Armor,Feel it in my face when,"Rage, is it in our veins?",When I least expect it,1
Simmer,Petals for Armor,When I least expect it,Feel it in my face when,Give in,1
Simmer,Petals for Armor,Give in,When I least expect it,Control,1
Simmer,Petals for Armor,Control,Give in,There's so many ways to give in,3
Simmer,Petals for Armor,There's so many ways to give in,Control,Eyes closed,6
Simmer,Petals for Armor,Eyes closed,There's so many ways to give in,Another way to make it to ten,6
Simmer,Petals for Armor,Another way to make it to ten,Eyes closed,"Oh, how to draw the line between wrath and mercy?",6
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"Gotta simmer, simmer, simmer, simmer, simmer down",3
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer, simmer, simmer down","Oh, how to draw the line between wrath and mercy?",Control,2
Simmer,Petals for Armor,Control,"Gotta simmer, simmer, simmer, simmer, simmer down",There's so many ways to give in,2
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer, simmer, simmer down","Oh, how to draw the line between wrath and mercy?",If I had seen my reflection,1
Simmer,Petals for Armor,If I had seen my reflection,"Gotta simmer, simmer, simmer, simmer, simmer down",As something more precious,1
Simmer,Petals for Armor,As something more precious,If I had seen my reflection,He would've never,1
Simmer,Petals for Armor,He would've never,As something more precious,"Mmm, and if my child needed protection",1
Simmer,Petals for Armor,"Mmm, and if my child needed protection",He would've never,From a fucker like that man,1
Simmer,Petals for Armor,From a fucker like that man,"Mmm, and if my child needed protection",I'd sooner gut him,1
Simmer,Petals for Armor,I'd sooner gut him,From a fucker like that man,'Cause nothing cuts like a mother,1
Simmer,Petals for Armor,'Cause nothing cuts like a mother,I'd sooner gut him,Give in,1
Simmer,Petals for Armor,Give in,'Cause nothing cuts like a mother,Control,1
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"Simmer, simmer, simmer, simmer, simmer down",1
Simmer,Petals for Armor,"Simmer, simmer, simmer, simmer, simmer down","Oh, how to draw the line between wrath and mercy?",Control,1
Simmer,Petals for Armor,Control,"Simmer, simmer, simmer, simmer, simmer down",There's so many ways to give in,1
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"(Simmer, simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer, simmer)","Oh, how to draw the line between wrath and mercy?","Gotta simmer, simmer, simmer, simmer, simmer down",1
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer, simmer, simmer down","(Simmer, simmer, simmer, simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer)","Gotta simmer, simmer, simmer, simmer, simmer down","(Simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer)",Wrap yourself in petals,1
Simmer,Petals for Armor,Wrap yourself in petals,"(Simmer, simmer, simmer, simmer, simmer)",(Yourself),1
Simmer,Petals for Armor,(Yourself),Wrap yourself in petals,Wrap yourself in petals,1
Simmer,Petals for Armor,Wrap yourself in petals,(Yourself),"(Control, yourself)",1
Simmer,Petals for Armor,"(Control, yourself)",Wrap yourself in petals,Wrap yourself in petals for armor,1
Simmer,Petals for Armor,Wrap yourself in petals for armor,"(Control, yourself)","(Control, control)",1
Simmer,Petals for Armor,"(Control, control)",Wrap yourself in petals for armor,"(Simmer, simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer, simmer)","(Control, control)",Petals,1
Simmer,Petals for Armor,Petals,"(Simmer, simmer, simmer, simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer)",Petals,For armor,1
Simmer,Petals for Armor,For armor,"(Simmer, simmer, simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer, simmer)",For armor,"(Simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer, simmer, simmer)",Give in,1
Simmer,Petals for Armor,Give in,"(Simmer, simmer, simmer)",Control,1
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"Gotta simmer, simmer, simmer",1
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer","Oh, how to draw the line between wrath and mercy?",,1
Leave It Alone,Petals for Armor,Don't nobody tell me,,That God don't have a sense of humor,1
Leave It Alone,Petals for Armor,That God don't have a sense of humor,Don't nobody tell me,'Cause now that I want to live,1
Leave It Alone,Petals for Armor,'Cause now that I want to live,That God don't have a sense of humor,"Well, everybody around me is dying",1
Leave It Alone,Petals for Armor,"Well, everybody around me is dying",'Cause now that I want to live,Now that I finally wanna live,1
Leave It Alone,Petals for Armor,Now that I finally wanna live,"Well, everybody around me is dying",The ones I love are dyin',1
Leave It Alone,Petals for Armor,The ones I love are dyin',Now that I finally wanna live,Becoming friends with a noose that I made,1
Leave It Alone,Petals for Armor,Becoming friends with a noose that I made,The ones I love are dyin',And I keep tryin' to untie it,1
Leave It Alone,Petals for Armor,And I keep tryin' to untie it,Becoming friends with a noose that I made,Make it into something useful,1
Leave It Alone,Petals for Armor,Make it into something useful,And I keep tryin' to untie it,Or maybe hang it through a window pane,1
Leave It Alone,Petals for Armor,Or maybe hang it through a window pane,Make it into something useful,Turn it into a fire escape,1
Leave It Alone,Petals for Armor,Turn it into a fire escape,Or maybe hang it through a window pane,It tastes so bitter on my tongue,1
Leave It Alone,Petals for Armor,It tastes so bitter on my tongue,Turn it into a fire escape,The truth's a killer,1
Leave It Alone,Petals for Armor,The truth's a killer,It tastes so bitter on my tongue,But I can't leave it alone,2
Leave It Alone,Petals for Armor,But I can't leave it alone,The truth's a killer,But I can't leave it alone,3
Leave It Alone,Petals for Armor,But I can't leave it alone,But I can't leave it alone,But I can't leave it alone,4
Leave It Alone,Petals for Armor,But I can't leave it alone,But I can't leave it alone,You don't remember my name somedays,1
Leave It Alone,Petals for Armor,You don't remember my name somedays,But I can't leave it alone,Or that we're related,1
Leave It Alone,Petals for Armor,Or that we're related,You don't remember my name somedays,It triggers my worry,1
Leave It Alone,Petals for Armor,It triggers my worry,Or that we're related,Who else am I gonna lose before I am ready?,1
Leave It Alone,Petals for Armor,Who else am I gonna lose before I am ready?,It triggers my worry,And who's gonna lose me?,1
Leave It Alone,Petals for Armor,And who's gonna lose me?,Who else am I gonna lose before I am ready?,It tastes so bitter on my tongue,1
Leave It Alone,Petals for Armor,It tastes so bitter on my tongue,And who's gonna lose me?,The truth's a killer,1
Leave It Alone,Petals for Armor,But I can't leave it alone,But I can't leave it alone,But I can't leave it a-,2
Leave It Alone,Petals for Armor,But I can't leave it a-,But I can't leave it alone,If you know love,1
Leave It Alone,Petals for Armor,If you know love,But I can't leave it a-,You best prepare to grieve,1
Leave It Alone,Petals for Armor,You best prepare to grieve,If you know love,Let it enter your open heart and,1
Leave It Alone,Petals for Armor,Let it enter your open heart and,You best prepare to grieve,Then prepare to let it leave,1
Leave It Alone,Petals for Armor,Then prepare to let it leave,Let it enter your open heart and,It tastes so bitter,1
Leave It Alone,Petals for Armor,It tastes so bitter,Then prepare to let it leave,The truth's a killer,1
Leave It Alone,Petals for Armor,The truth's a killer,It tastes so bitter,But I can't leave it alone,1
Leave It Alone,Petals for Armor,But I can't leave it a-,But I can't leave it alone,But I can't leave it a-,1
Leave It Alone,Petals for Armor,But I can't leave it a-,But I can't leave it a-,,1
Cinnamon,Petals for Armor,"""Cinnamon"" is, according to Hayley, an ode to her home. Throughout this minimalistic track, she sings about the walls around her, her dog Alf, and her everyday routines.",,"Ah, ah-ooh",1
Cinnamon,Petals for Armor,"Ah, ah-ooh","""Cinnamon"" is, according to Hayley, an ode to her home. Throughout this minimalistic track, she sings about the walls around her, her dog Alf, and her everyday routines.","Ooh-ah, ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah","Ah, ah-ooh","Ah, ah-ooh",1
Cinnamon,Petals for Armor,"Ah, ah-ooh","Ooh-ah, ah-ah-ah","Ooh-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","Ah, ah-ooh",On the walls of my home,1
Cinnamon,Petals for Armor,On the walls of my home,"Ooh-ah, ah-ah-ah-ah",There are signs that I'm alone,1
Cinnamon,Petals for Armor,There are signs that I'm alone,On the walls of my home,I keep on every light,1
Cinnamon,Petals for Armor,I keep on every light,There are signs that I'm alone,"Talk to my dog, he don't mind (Ooh-ooh-ooh)",1
Cinnamon,Petals for Armor,"Talk to my dog, he don't mind (Ooh-ooh-ooh)",I keep on every light,"Ah, ah-ooh",1
Cinnamon,Petals for Armor,"Ah, ah-ooh","Talk to my dog, he don't mind (Ooh-ooh-ooh)","Ooh-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","Ah, ah-ooh","Ah, ah-ooh",1
Cinnamon,Petals for Armor,"Ah, ah-ooh","Ooh-ah, ah-ah-ah-ah","Ooh-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","Ah, ah-ooh",Eat my breakfast in the nude,1
Cinnamon,Petals for Armor,Eat my breakfast in the nude,"Ooh-ah, ah-ah-ah-ah",Lemon water,1
Cinnamon,Petals for Armor,Lemon water,Eat my breakfast in the nude,", living room",1
Cinnamon,Petals for Armor,", living room",Lemon water,Home is where I'm feminine,1
Cinnamon,Petals for Armor,Home is where I'm feminine,", living room",Smells like citrus and cinnamon,1
Cinnamon,Petals for Armor,Smells like citrus and cinnamon,Home is where I'm feminine,"Ah, ah-ooh (Cinnamon, cinnamon)",1
Cinnamon,Petals for Armor,"Ah, ah-ooh (Cinnamon, cinnamon)",Smells like citrus and cinnamon,"Ooh-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","Ah, ah-ooh (Cinnamon, cinnamon)","Ah, ah-ooh (Cinnamon, cinnamon)",3
Cinnamon,Petals for Armor,"Ah, ah-ooh (Cinnamon, cinnamon)","Ooh-ah, ah-ah-ah-ah","Ooh-ah, ah-ah-ah-ah",3
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","Ah, ah-ooh (Cinnamon, cinnamon)","Ah-ah-ah-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ah-ah-ah-ah, ah-ah-ah-ah","Ooh-ah, ah-ah-ah-ah",I'm not lonely,1
Cinnamon,Petals for Armor,I'm not lonely,"Ah-ah-ah-ah, ah-ah-ah-ah",I am free,1
Cinnamon,Petals for Armor,I am free,I'm not lonely,But if I let you in,1
Cinnamon,Petals for Armor,But if I let you in,I am free,You would never wanna leave,1
Cinnamon,Petals for Armor,You would never wanna leave,But if I let you in,"(If I let you in, if I let you in)",1
Cinnamon,Petals for Armor,"(If I let you in, if I let you in)",You would never wanna leave,If ever I let you in,1
Cinnamon,Petals for Armor,If ever I let you in,"(If I let you in, if I let you in)",Cinnamon,1
Cinnamon,Petals for Armor,Cinnamon,If ever I let you in,"I'm not lonely, baby, I am free",1
Cinnamon,Petals for Armor,"I'm not lonely, baby, I am free",Cinnamon,"Mmm, finally",1
Cinnamon,Petals for Armor,"Mmm, finally","I'm not lonely, baby, I am free","I'm not lonely, babe, I am free",1
Cinnamon,Petals for Armor,"I'm not lonely, babe, I am free","Mmm, finally","Ah, ah-ooh (I'm not lonely, babe; cinnamon, cinnamon)",1
Cinnamon,Petals for Armor,"Ah, ah-ooh (I'm not lonely, babe; cinnamon, cinnamon)","I'm not lonely, babe, I am free","Ooh-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","Ah, ah-ooh (I'm not lonely, babe; cinnamon, cinnamon)","Ah, ah-ooh (I'm not lonely, babe; cinnamon, cinnamon)",1
Cinnamon,Petals for Armor,"Ah, ah-ooh (I'm not lonely, babe; cinnamon, cinnamon)","Ooh-ah, ah-ah-ah-ah","Ooh-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","Ah, ah-ooh (I'm not lonely, babe; cinnamon, cinnamon)","If I let you in, cinnamon",1
Cinnamon,Petals for Armor,"If I let you in, cinnamon","Ooh-ah, ah-ah-ah-ah","If I let you in, cinnamon",1
Cinnamon,Petals for Armor,"If I let you in, cinnamon","If I let you in, cinnamon","Ooh-ah, ah-ah-ah-ah",1
Cinnamon,Petals for Armor,"Ooh-ah, ah-ah-ah-ah","If I let you in, cinnamon",,1
Creepin',Petals for Armor,"Batty pair of eyes, creepin'",,Aiming like a laser pointer,1
Creepin',Petals for Armor,Aiming like a laser pointer,"Batty pair of eyes, creepin'",Poor little vampire baby,1
Creepin',Petals for Armor,Poor little vampire baby,Aiming like a laser pointer,We bleed holy water,1
Creepin',Petals for Armor,We bleed holy water,Poor little vampire baby,So why you creepin' 'round here?,1
Creepin',Petals for Armor,So why you creepin' 'round here?,We bleed holy water,(Why you creepin'? Why you creepin'?),1
Creepin',Petals for Armor,(Why you creepin'? Why you creepin'?),So why you creepin' 'round here?,Why you creepin' 'round?,1
Creepin',Petals for Armor,Why you creepin' 'round?,(Why you creepin'? Why you creepin'?),Strange you're not a threat to me,1
Creepin',Petals for Armor,Strange you're not a threat to me,Why you creepin' 'round?,And I admire your dedication,1
Creepin',Petals for Armor,And I admire your dedication,Strange you're not a threat to me,Poor little vampire,1
Creepin',Petals for Armor,Poor little vampire,And I admire your dedication,Don't you know,1
Creepin',Petals for Armor,Don't you know,Poor little vampire,That I'm a moon in daylight?,1
Creepin',Petals for Armor,That I'm a moon in daylight?,Don't you know,Why you creepin' 'round here?,1
Creepin',Petals for Armor,Why you creepin' 'round here?,That I'm a moon in daylight?,(Why you creepin'? Why you creepin'?),1
Creepin',Petals for Armor,(Why you creepin'? Why you creepin'?),Why you creepin' 'round here?,Why you creepin' 'round here?,1
Creepin',Petals for Armor,Why you creepin' 'round here?,(Why you creepin'? Why you creepin'?),(Why you creepin'? Why you creepin'?),2
Creepin',Petals for Armor,(Why you creepin'? Why you creepin'?),Why you creepin' 'round here?,Why you creepin' 'round?,2
Creepin',Petals for Armor,Why you creepin' 'round?,(Why you creepin'? Why you creepin'?),It always starts as something so simple and innocent but,2
Creepin',Petals for Armor,It always starts as something so simple and innocent but,Why you creepin' 'round?,"Too much of anything, you'll never know how to quit, ah",1
Creepin',Petals for Armor,"Too much of anything, you'll never know how to quit, ah",It always starts as something so simple and innocent but,You had a taste but you don't want to forget it,1
Creepin',Petals for Armor,You had a taste but you don't want to forget it,"Too much of anything, you'll never know how to quit, ah","Oh, just keep on suckin' on the memory of him",1
Creepin',Petals for Armor,"Oh, just keep on suckin' on the memory of him",You had a taste but you don't want to forget it,Creepin',2
Creepin',Petals for Armor,Creepin',"Oh, just keep on suckin' on the memory of him",Creepin' (Why you),1
Creepin',Petals for Armor,Creepin' (Why you),Creepin',Creepin',1
Creepin',Petals for Armor,Creepin',Creepin' (Why you),So why you creepin' 'round here?,1
Creepin',Petals for Armor,So why you creepin' 'round here?,Creepin',(Why you creepin'? Why you creepin'?),1
Creepin',Petals for Armor,(Why you creepin'? Why you creepin'?),So why you creepin' 'round here?,Why you creepin' 'round here?,1
Creepin',Petals for Armor,It always starts as something so simple and innocent but,Why you creepin' 'round?,"Too much of anything you'll never know how to quit, ah",1
Creepin',Petals for Armor,"Too much of anything you'll never know how to quit, ah",It always starts as something so simple and innocent but,You had a taste but you don't want to forget it,1
Creepin',Petals for Armor,You had a taste but you don't want to forget it,"Too much of anything you'll never know how to quit, ah","Oh, just keep on suckin' on the memory of him",1
Creepin',Petals for Armor,Creepin',"Oh, just keep on suckin' on the memory of him",Why you creepin'?,1
Creepin',Petals for Armor,Why you creepin'?,Creepin',Why you creepin'?,1
Creepin',Petals for Armor,Why you creepin'?,Why you creepin'?,So why you creepin' 'round here?,1
Creepin',Petals for Armor,So why you creepin' 'round here?,Why you creepin'?,,1
Sudden Desire,Petals for Armor,"""Sudden Desire"", the closing track to Hayley's first EP, sees her with the urge to connect with someone in a romantic fashion.",,I wanted him to kiss me how,1
Sudden Desire,Petals for Armor,I wanted him to kiss me how,"""Sudden Desire"", the closing track to Hayley's first EP, sees her with the urge to connect with someone in a romantic fashion.",With open mouth and open mouth,1
Sudden Desire,Petals for Armor,With open mouth and open mouth,I wanted him to kiss me how,We keep our distance now,2
Sudden Desire,Petals for Armor,We keep our distance now,With open mouth and open mouth,I wanna feel his hands go down,1
Sudden Desire,Petals for Armor,I wanna feel his hands go down,We keep our distance now,I try not to think about,1
Sudden Desire,Petals for Armor,I try not to think about,I wanna feel his hands go down,What happened last night outside his house,1
Sudden Desire,Petals for Armor,What happened last night outside his house,I try not to think about,Too far to go back now,2
Sudden Desire,Petals for Armor,Too far to go back now,What happened last night outside his house,Just wanna feel his hands go down,2
Sudden Desire,Petals for Armor,Just wanna feel his hands go down,Too far to go back now,Sudden,1
Sudden Desire,Petals for Armor,Sudden,Just wanna feel his hands go down,Sudden desi -,1
Sudden Desire,Petals for Armor,Sudden desi -,Sudden,Sudden,1
Sudden Desire,Petals for Armor,Sudden,Sudden desi -,Sudden desi -,1
Sudden Desire,Petals for Armor,Sudden desi -,Sudden,A sudden desire,1
Sudden Desire,Petals for Armor,A sudden desire,Sudden desi -,Take the elephant by the hand and hold it,1
Sudden Desire,Petals for Armor,Take the elephant by the hand and hold it,A sudden desire,It's cruel to tame a thing that don't know its strength,1
Sudden Desire,Petals for Armor,It's cruel to tame a thing that don't know its strength,Take the elephant by the hand and hold it,But better to walk beside it,1
Sudden Desire,Petals for Armor,But better to walk beside it,It's cruel to tame a thing that don't know its strength,Than underneath,1
Sudden Desire,Petals for Armor,Than underneath,But better to walk beside it,My kind companion,1
Sudden Desire,Petals for Armor,My kind companion,Than underneath,Softened stone,1
Sudden Desire,Petals for Armor,Softened stone,My kind companion,My gentle giant,1
Sudden Desire,Petals for Armor,My gentle giant,Softened stone,Painful reminder,1
Sudden Desire,Petals for Armor,Painful reminder,My gentle giant,Don't look in my eyes (Sudden),1
Sudden Desire,Petals for Armor,Don't look in my eyes (Sudden),Painful reminder,I feel a sudden desire (Sudden desire),1
Sudden Desire,Petals for Armor,I feel a sudden desire (Sudden desire),Don't look in my eyes (Sudden),Don't know if I can deny (Sudden),2
Sudden Desire,Petals for Armor,Don't know if I can deny (Sudden),I feel a sudden desire (Sudden desire),A sudden desire (Sudden desire),2
Sudden Desire,Petals for Armor,A sudden desire (Sudden desire),Don't know if I can deny (Sudden),Your fingerprints on my skin,2
Sudden Desire,Petals for Armor,Your fingerprints on my skin,A sudden desire (Sudden desire),A painful reminder,2
Sudden Desire,Petals for Armor,A painful reminder,Your fingerprints on my skin,Don't look in my eyes (Sudden),2
Sudden Desire,Petals for Armor,Don't look in my eyes (Sudden),A painful reminder,I feel a sudden desire (Sudden desire),2
Sudden Desire,Petals for Armor,I feel a sudden desire (Sudden desire),Don't look in my eyes (Sudden),A sudden desire,2
Sudden Desire,Petals for Armor,A sudden desire,I feel a sudden desire (Sudden desire),"Won't fit in the room, big balloon",1
Sudden Desire,Petals for Armor,"Won't fit in the room, big balloon",A sudden desire,Trails me 'cause I can't let go,1
Sudden Desire,Petals for Armor,Trails me 'cause I can't let go,"Won't fit in the room, big balloon","Everywhere I am, it sticks close like a friend",1
Sudden Desire,Petals for Armor,"Everywhere I am, it sticks close like a friend",Trails me 'cause I can't let go,Just like him,1
Sudden Desire,Petals for Armor,Just like him,"Everywhere I am, it sticks close like a friend",Just like him,1
Sudden Desire,Petals for Armor,Just like him,Just like him,Friendly reminder of a sudden desire,1
Sudden Desire,Petals for Armor,Friendly reminder of a sudden desire,Just like him,Don't look in my eyes (Sudden),1
Sudden Desire,Petals for Armor,Don't look in my eyes (Sudden),Friendly reminder of a sudden desire,I feel a sudden desire (Sudden desire),1
Sudden Desire,Petals for Armor,A sudden desire,I feel a sudden desire (Sudden desire),I wanted him to kiss me how,1
Sudden Desire,Petals for Armor,I wanted him to kiss me how,A sudden desire,With open mouth and open mouth,1
Sudden Desire,Petals for Armor,We keep our distance now,With open mouth and open mouth,I wanna feel his hand go down,1
Sudden Desire,Petals for Armor,I wanna feel his hand go down,We keep our distance now,I try not to think about,1
Sudden Desire,Petals for Armor,I try not to think about,I wanna feel his hand go down,What happened last night outside his house,1
Sudden Desire,Petals for Armor,Just wanna feel his hands go down,Too far to go back now,,1
Dead Horse,Petals for Armor,"Alright, it took me three days to send you this, but",,"Uh, sorry, I was in a depression",1
Dead Horse,Petals for Armor,"Uh, sorry, I was in a depression","Alright, it took me three days to send you this, but",But I'm trying to come out of it now,1
Dead Horse,Petals for Armor,But I'm trying to come out of it now,"Uh, sorry, I was in a depression",Every morning I wake up,1
Dead Horse,Petals for Armor,Every morning I wake up,But I'm trying to come out of it now,"From a dream of you, holding me",1
Dead Horse,Petals for Armor,"From a dream of you, holding me",Every morning I wake up,Underwater,1
Dead Horse,Petals for Armor,Underwater,"From a dream of you, holding me",(Is that a dream or a memory?),1
Dead Horse,Petals for Armor,(Is that a dream or a memory?),Underwater,Held my breath for a decade,1
Dead Horse,Petals for Armor,Held my breath for a decade,(Is that a dream or a memory?),Dyed my hair blue to match my lips,1
Dead Horse,Petals for Armor,Dyed my hair blue to match my lips,Held my breath for a decade,Cool of me to try (Pretty cool I'm still alive),1
Dead Horse,Petals for Armor,Cool of me to try (Pretty cool I'm still alive),Dyed my hair blue to match my lips,"I beat it like a dead horse, I beat it like a drum",1
Dead Horse,Petals for Armor,"I beat it like a dead horse, I beat it like a drum",Cool of me to try (Pretty cool I'm still alive),"Oh, I stayed with you too long",1
Dead Horse,Petals for Armor,"Oh, I stayed with you too long","I beat it like a dead horse, I beat it like a drum","Skipping like a record, but I sang along",3
Dead Horse,Petals for Armor,"Skipping like a record, but I sang along","Oh, I stayed with you too long",To a silly little song,3
Dead Horse,Petals for Armor,To a silly little song,"Skipping like a record, but I sang along","I said I beat it like a dead horse, I beat it like a drum",3
Dead Horse,Petals for Armor,"I said I beat it like a dead horse, I beat it like a drum",To a silly little song,"Oh, I stayed with you too long",3
Dead Horse,Petals for Armor,"Oh, I stayed with you too long","I said I beat it like a dead horse, I beat it like a drum","Skipping like a record, but I sang along",3
Dead Horse,Petals for Armor,"Skipping like a record, but I sang along","Oh, I stayed with you too long",A shitty never-ending song,1
Dead Horse,Petals for Armor,A shitty never-ending song,"Skipping like a record, but I sang along",Sometimes it's good to be the bigger person,1
Dead Horse,Petals for Armor,Sometimes it's good to be the bigger person,A shitty never-ending song,But I'm so small I can't compare,1
Dead Horse,Petals for Armor,But I'm so small I can't compare,Sometimes it's good to be the bigger person,"And after all, it's only fair, yeah",1
Dead Horse,Petals for Armor,"And after all, it's only fair, yeah",But I'm so small I can't compare,"I got what I deserved, I was the other woman first",1
Dead Horse,Petals for Armor,"I got what I deserved, I was the other woman first","And after all, it's only fair, yeah",Other others on the line,1
Dead Horse,Petals for Armor,Other others on the line,"I got what I deserved, I was the other woman first",But I kept trying to make it work,1
Dead Horse,Petals for Armor,But I kept trying to make it work,Other others on the line,"I beat it like a dead horse, I beat it like a drum",1
Dead Horse,Petals for Armor,"I beat it like a dead horse, I beat it like a drum",But I kept trying to make it work,"Oh, I stayed with you too long",1
Dead Horse,Petals for Armor,"Skipping like a record, but I sang along","Oh, I stayed with you too long",To your shitty little song,1
Dead Horse,Petals for Armor,To your shitty little song,"Skipping like a record, but I sang along","Ya-ya-ya-ya, ya-ya-ya-ya",1
Dead Horse,Petals for Armor,"Ya-ya-ya-ya, ya-ya-ya-ya",To your shitty little song,Ya-ya-ya-ya-ya-ya-ya,1
Dead Horse,Petals for Armor,Ya-ya-ya-ya-ya-ya-ya,"Ya-ya-ya-ya, ya-ya-ya-ya","Ya-ya-ya, ya-ya-ya-ya",3
Dead Horse,Petals for Armor,"Ya-ya-ya, ya-ya-ya-ya",Ya-ya-ya-ya-ya-ya-ya,Ya-ya-ya-ya-ya-ya-ya,3
Dead Horse,Petals for Armor,Ya-ya-ya-ya-ya-ya-ya,"Ya-ya-ya, ya-ya-ya-ya","When I said goodbye, I hope you cried",1
Dead Horse,Petals for Armor,"When I said goodbye, I hope you cried",Ya-ya-ya-ya-ya-ya-ya,"When I said goodbye, I hope you cried",1
Dead Horse,Petals for Armor,"When I said goodbye, I hope you cried","When I said goodbye, I hope you cried","When I said goodbye, I hope you cried",2
Dead Horse,Petals for Armor,"When I said goodbye, I hope you cried","When I said goodbye, I hope you cried","I beat it like a dead horse, I beat it like a drum",1
Dead Horse,Petals for Armor,"I beat it like a dead horse, I beat it like a drum","When I said goodbye, I hope you cried","Oh, I stayed with you too long",1
Dead Horse,Petals for Armor,"Skipping like a record, but I sang along","Oh, I stayed with you too long",And now you get another song,1
Dead Horse,Petals for Armor,And now you get another song,"Skipping like a record, but I sang along","Ya-ya-ya-ya, ya-ya-ya-ya",1
Dead Horse,Petals for Armor,"Ya-ya-ya-ya, ya-ya-ya-ya",And now you get another song,Ya-ya-ya-ya-ya-ya-ya,1
Dead Horse,Petals for Armor,Ya-ya-ya-ya-ya-ya-ya,"Ya-ya-ya, ya-ya-ya-ya",(Now you get another song),2
Dead Horse,Petals for Armor,(Now you get another song),Ya-ya-ya-ya-ya-ya-ya,"Ya-ya-ya-ya, ya-ya-ya-ya",1
Dead Horse,Petals for Armor,"Ya-ya-ya-ya, ya-ya-ya-ya",(Now you get another song),Ya-ya-ya-ya-ya-ya-ya,1
Dead Horse,Petals for Armor,(Now you get another song),Ya-ya-ya-ya-ya-ya-ya,,1
My Friend,Petals for Armor,"Mmm, ah",,Little wrinkle by your eye,1
My Friend,Petals for Armor,Little wrinkle by your eye,"Mmm, ah",I never noticed 'til right now,1
My Friend,Petals for Armor,I never noticed 'til right now,Little wrinkle by your eye,Little vicious tiger stripes,1
My Friend,Petals for Armor,Little vicious tiger stripes,I never noticed 'til right now,If you get closer to my thighs,1
My Friend,Petals for Armor,If you get closer to my thighs,Little vicious tiger stripes,When you're walkin' with a limp,1
My Friend,Petals for Armor,When you're walkin' with a limp,If you get closer to my thighs,I can remember wolves at your heels,1
My Friend,Petals for Armor,I can remember wolves at your heels,When you're walkin' with a limp,When my shadow barges in,1
My Friend,Petals for Armor,When my shadow barges in,I can remember wolves at your heels,You never question why she is here,1
My Friend,Petals for Armor,You never question why she is here,When my shadow barges in,"(Eh-eh, eh-eh, eh-eh, eh-eh)",1
My Friend,Petals for Armor,"(Eh-eh, eh-eh, eh-eh, eh-eh)",You never question why she is here,"My friend, when the blood has dried",1
My Friend,Petals for Armor,"My friend, when the blood has dried","(Eh-eh, eh-eh, eh-eh, eh-eh)","My friend, instant alibi",1
My Friend,Petals for Armor,"My friend, instant alibi","My friend, when the blood has dried",You've seen me from every side,2
My Friend,Petals for Armor,You've seen me from every side,"My friend, instant alibi",Still down for the ride,2
My Friend,Petals for Armor,Still down for the ride,You've seen me from every side,"Ooh, my friend, you know why",1
